,Title,Score
328,Inukshuk - The Long Road Home [NCS Release]_399,-351750.701589418
7,3rd Prototype - Dancefloor [NCS Release]_372,-352182.5823051213
583,Raiko - Revenger [NCS Release]_210,-353849.75457340997
604,RetroVision - Cake [NCS Release]_322,-354049.0900534612
781,WATEVA - Ber Zer Ker (Rob Gasser Remix) [NCS Release]_101,-354924.1241706967
723,Todd Helder & Guy Arthur feat TITUS - Closer [NCS Release]_70,-355126.3804625592
605,RetroVision - Campfire [NCS Release]_417,-355226.8373765945
622,Rob Gasser & Laura Brehm - Vertigo [NCS Release]_576,-355445.30354552576
295,Giraffe Squad - Wait For Me [NCS Release]_485,-356370.7675444725
199,Distrion & Electro-Light - Drakkar [NCS Release]_262,-356619.33529404725
162,Defqwop - Awakening [NCS Release]_360,-357125.64982463035
179,Different Heaven - Nekozilla (LFZ Remix) [NCS Release]_545,-357510.88825434766
321,Hylo x Disfigure - Im Here [NCS Release]_67,-357982.1124023864
629,Robert Chacon - Redshift (feat Robertha Sepulveda) [NCS Release]_795,-358217.3274547275
61,Asketa & Natan Chaim - Alone (feat Kyle Reynolds) [NCS Release]_273,-359120.1516879006
571,Phantom Sage - Hollow [NCS Release]_505,-359693.53645609797
118,Cartoon - Why We Lose (feat Coleman Trapp) [NCS Release]_678,-360326.6458416176
410,Kisma - We Are [NCS Release]_407,-360797.0918616072
687,T-Mass & Enthic - Can You Feel It [NCS Release]_507,-361029.818159362
481,Malik Bash - Apollo [NCS Release]_641,-361124.0294904521
389,JPB - High [NCS Release]_711,-361222.13387786935
529,N3WPORT - Power (feat braev) [NCS Release]_22,-361965.3226072546
62,Asketa & Natan Chaim x Requenze x MIME - Warriors [NCS Release]_143,-362891.05500913213
787,Waysons - Eternal Minds [NCS Release]_621,-363933.4077765724
317,Housewell & Side-B feat Karl VanBurkleo - Drifting Away [NCS Release]_753,-363992.6065565591
128,Clarx & Harddope - Castle [NCS Release]_64,-365122.97114445735
183,Different Heaven feat ReesaLunn - Pentakill [NCS Release]_722,-365916.82399838173
175,Different Heaven & EH!DE - My Heart [NCS Release]_812,-366574.42122951546
29,Alan Walker - Spectre [NCS Release]_718,-367101.19895494205
393,Julius Dreisig & Zeus X Crona - Invisible [NCS Release]_279,-367834.5880686288
420,Kovan - Thrill Is Gone (feat Mark Borino) [NCS Release]_352,-368240.7359589306
727,Tritan - Hollow Life (feat Ratfoot) [NCS Release]_124,-369256.1452240192
524,Mountkid - Jellyfish Party [NCS Release]_87,-370303.4726532203
357,Jim Yosef - Cant Wait (feat Anna Yvette) [NCS Release]_582,-370841.8854827109
731,Unison - Reality [NCS Release]_710,-371356.1115408285
75,Axol x Alex Skrindo - You [NCS Release]_553,-372396.22077244124
539,NIVIRO - Get My Love [NCS Release]_241,-372589.00825704774
201,Distrion & Electro-Light - You And Me (feat Kenekt) [NCS Release]_615,-372993.61690249294
775,Vosai - Love Of My Life [NCS Release]_196,-373807.01757261227
713,Tobu - Good Times [NCS Release]_701,-374451.44582375686
236,Electro Light feat Iain Mannix - Clearly (Venemy Remix) [NCS Release]_793,-374696.3692602783
417,Kovan & Alex Skrindo - Into The Wild (feat Izzy) [NCS Release]_422,-375037.70220553945
80,Barren Gates & Jon Becker - Pray That Youll Be Dead To Me [NCS Release]_104,-375120.77471069153
19,Aeden & Joellé - I Feel Crazy [NCS Release]_93,-375943.75271356606
112,Cartoon - Howling (ft Asena) (Andromedik Remix) [NCS Release]_57,-376118.1774011766
497,MELOKIDS x EMDI - My Love [NCS Release]_144,-376318.6628567154
150,CØDE - Get The Party [NCS Release]_366,-376770.9064416493
677,Subtact - Away [NCS Release]_694,-378136.65232095274
167,Desmeon - On That Day (feat ElDiablo Flint & Zadik) [NCS Release]_748,-378270.82867920294
650,Ship Wrek & The Highrollers - Waiting [NCS Release]_337,-378523.23948802333
698,The Arcturians - This Is Life [NCS Release]_14,-378535.44455391064
216,Domastic - Memories [NCS Release]_81,-378585.4179227478
238,Electro Light ft Kathryn MacLean - The Edge [NCS Release]_771,-379182.26820969454
783,WATEVA - dead! [NCS Release]_183,-379623.2378252356
618,Rival x Cadmium - Willow Tree (feat Rosendale)  [NCS Release]_268,-379710.50366208516
217,Domastic - Weird Dream [NCS Release]_502,-381282.6605087983
418,Kovan & Electro-Light - Skyline [NCS Release]_460,-381910.3943708906
735,Unknown Brain - Dancing On The Moon (ft Luke Burr) [NCS Release]_11,-381981.75524223514
156,Debris & Dazers - Double D [NCS Release]_385,-382234.1703668585
120,Cartoon feat Jüri Pootsmann - I Remember U (Xilent Remix) [NCS Release]_594,-382598.13043028384
400,Kasger - Highland [NCS Release]_707,-382636.6539928873
344,Janji feat TR - Milky Way Stars [NCS Release]_768,-382704.0498407637
318,HOVERBOOTS - One [NCS Release]_682,-383349.1304782416
176,Different Heaven & Sian Area - Feel Like Horrible [NCS Release]_579,-384335.947513975
103,BVRNOUT - Take It Easy (feat Mia Vaile) [NCS Release]_447,-384588.3688996263
52,Arlow - How Do You Know [NCS Release]_154,-385181.86166926054
645,Sekai - Running [NCS Release]_303,-385671.2056824222
603,RetroVision & Domastic - SICC [NCS Release]_466,-386071.2070762215
279,Fareoh - Under Water [NCS Release]_347,-386206.916761738
376,John Kenza - Wicked [NCS Release]_487,-387065.4117484188
504,Mendum - Stay With Me [NCS Release]_744,-387357.863773247
433,Krys Talk - Fly Away (Mendum Remix) [NCS Release]_690,-387619.4369142072
642,RudeLies & Facading - Arabian Nights [NCS Release]_181,-388401.8665924151
110,Cartoon & Daniel Levi - The Story of On & On [NCS Documentary]_113,-389161.6054163191
66,Audioscribe - Free Fall [NCS Release]_801,-389755.664883597
641,RudeLies & Distrion - One Two [NCS Release]_100,-390273.82583158894
666,Spektrem - Shine [NCS Release]_815,-390297.5399980388
464,Light Years Away - Melrose At Midnight [NCS Release]_552,-390397.05341639055
25,Aero Chord - Time Leap [NCS Release]_810,-391260.36126876983
730,Unison - Aperture [NCS Release]_645,-391699.90928383777
55,Ascence - Places Like That [NCS Release]_178,-392542.6865135112
33,Alex Skrindo - Get Up Again (feat Axol) [NCS Release]_590,-392709.1798452767
111,Cartoon - C U Again feat Mikk Mäe (Cartoon vs Futuristik VIP) [NCS Release]_529,-393558.5155415258
709,Tobu & Marcus Mouya - Running Away [NCS Release]_721,-394013.53252883645
587,Rameses B - There For You [NCS Release]_465,-394119.6498838952
303,Halcyon - Runaway (feat Valentina Franco) [TARI Remix]  NCS Release_395,-396093.50570944394
255,Elektronomia - Vitality [NCS Release]_402,-396351.22840599
724,TOKYO MACHINE & Guy Arthur - GET UP [NCS Release]_59,-396641.39755879116
771,Verm - Explode [NCS Release]_811,-397077.58583671646
296,Glude - Breathe [NCS Release]_609,-397146.89941385784
701,The Lifted - Crash N Burn (feat Man 3 Faces) [NCS Release]_333,-397573.9216694068
174,Diamond Eyes - Stars [NCS Release]_201,-397850.1285887321
215,Domastic - Khalas [NCS Release]_216,-397870.0155996274
98,Brandon Jonak & PepB - Where Do I Go (feat Ezra James) [NCS Release]_474,-399122.5389052768
619,Rival x Egzod - Live A Lie (ft Andreas Stone) [NCS Release]_76,-399677.8883879131
246,Electronic Vibes - Dont Leave Me (ft Mime) [NCS Release]_779,-399691.0994869069
48,Approaching Nirvana & Alex Holmes - Darkness Comes [NCS Release]_232,-400104.7914514412
228,Egzod & Wasiu - Mutiny [NCS Release]_6,-400112.1614999671
116,Cartoon - Más Y Más (feat Daniel Levi) [NCS Release]_118,-400435.55932364025
37,Andromedik - Titan [NCS Release]_266,-400532.8636736646
760,Vanze - Forever (feat Brenton Mattheus) [NCS Release]_684,-400821.99101808306
768,Venemy - Need You Now (feat Danica) [NCS Release]_484,-401077.8271449896
51,Arlow - Freefall [NCS Release]_43,-402338.53868079523
78,Axtasia - Light Up The Sky (feat Soundr) [NCS Release]_483,-402441.624206255
597,Raven & Kreyn - So Happy [NCS Official Video]_437,-402650.06126865244
470,Lost Sky - Lost [NCS Release]_405,-402908.63916598225
332,Itro & Tobu - Cloud 9 [NCS Release]_743,-402913.0408542063
509,Michael White - Venus (feat MYLK) [NCS Release]_323,-403411.6598415301
104,Cadmium - Be With You (feat Grant Dawson) [Official Lyric Video]_294,-404861.52584668534
172,Diamond Eyes - Gravity [NCS Release]_109,-404958.63727650314
458,Leowi - Hollywood (feat joegarratt) [NCS Release]_494,-405273.1471227278
158,Debris & Our Psych - Omerta [NCS Release]_428,-405415.78912230325
44,Anixto - Joker [NCS Release]_8,-406970.0452800335
85,Beatcore & Ashley Apollodor - Burning Bridges [NCS Release]_170,-407760.33781739266
415,Kontinuum - Lost (feat Savoi) [NCS Release]_634,-408430.3272052676
507,Michael White - Angel’s Anthem [NCS Release]_432,-409314.42941340845
133,Codeko - Crest [NCS Release]_792,-411392.5170145825
776,Wanden & Slashtaq - Better Off [NCS Release]_39,-411560.5366054409
208,Diviners feat Contacreast - Tropic Love [NCS Release]_699,-412577.35197176714
409,Kisma - Fingertips [NCS Release]_371,-413054.9897161602
239,Electro-Light & Jordan Kelvin James - Wait For You (feat Anna Yvette) [NCS Release]_560,-413823.50892293826
612,Rival - Be Gone (feat Caravn) [NCS Release]  Lyric Video_166,-414128.13737624383
568,Paul Flint - Watch The World Burn (feat Chris Linton) [NCS Release]_412,-414398.4902866995
498,Mendum - Beyond (feat Omri) [NCS Release]_292,-415325.5494366931
271,Exit Friendzone ft Eden - Iris [NCS Release]_791,-415541.3104588359
39,Anikdote & Culture Code - Don’t Let It Go (feat Brado Sanz) [NCS Release]_467,-416118.93094682257
374,Jo Cohen & Sex Whales - We Are [NCS Release]_604,-416759.45208430605
510,Michael White x Deflo - About To Go Down [NCS Release]_410,-417765.12212477764
248,Elektronomia - Breeze [NCS Release]_21,-418677.2909069089
225,Egzod & EMM - Dont Surrender [NCS Release]_3,-419041.1077023225
53,Ascence - About You [NCS Release]_161,-419459.8772177999
469,Lost Sky - Fearless ptII (feat Chris Linton) [NCS Release]_384,-419854.00914692495
187,Dirty Palm - To The Back (feat Purple Velvet Curtains) [NCS Release]_88,-420372.9186534509
551,NIVIRO - Voices In My Head [NCS Release]_141,-421390.74831495434
466,Lost Sky - Dreams [NCS Release]_310,-421913.29863379383
315,High Maintenance - Change Your Ways (feat Charlotte Haining) [NCS Release]_651,-422893.91311278957
611,Rival - Be Gone (feat Caravn) (Urbandawn Remix) [NCS Release]_126,-423347.44228301686
350,Jim Yosef & Alex Skrindo - Ruby [NCS Release]_312,-424163.5292880807
338,IZECOLD - Close (feat Molly Ann) [Brooks Remix]  NCS x FHM Release_548,-424523.0778914208
291,Fytch - Blinded (feat Kosta & Theo Hoarau) [NCS Release]_646,-424561.13277089293
764,Vena Cava - Handsonic (feat Jordan Virelli) [NCS Release]_777,-425334.0953909148
342,Janji - Heroes Tonight (feat Johnning) [NCS Release]_680,-426089.471038128
467,Lost Sky - Dreams pt II (feat Sara Skinner) [NCS Release]_254,-427390.46877132857
240,Electro-Light - Fall For Gravity feat Nathan Brumley [NCS Release]_749,-427893.57564950315
623,Rob Gasser - Happy [NCS Release]_406,-428654.2187517959
552,NIVIRO - You [NCS Release]_445,-428822.56017806334
57,Ascence - Without You [NCS Release]_86,-430959.3491134538
445,Laszlo - Imaginary Friends [NCS Release]_807,-431162.3330579254
250,Elektronomia - Heaven [NCS Release]_253,-431363.48816680256
58,Ash OConnor & Curbi - Steeper [NCS Release]_728,-432140.826230222
221,Dropouts -  Unity (feat Aloma Steele) [NCS Release]_732,-432219.4070972152
694,Teyeq - Demons [NCS Release]_38,-432443.48957682063
351,Jim Yosef & Anna Yvette - Courage [NCS Release]_441,-432689.7456260652
387,JPB - Defeat The Night (feat Ashley Apollodor) [NCS Release]_642,-433494.92924287857
132,Clarx - Zig Zag [NCS Release]_336,-433752.4202343194
195,Disfigure - Losing Sleep (feat Tara Louise) [NCS Release]_550,-433973.2986174637
206,Diviners - Savannah (feat Philly K) [NCS Release]_636,-434190.0171135785
325,Inukshuk - A World Away [NCS Release]_616,-434462.61450588086
378,Johnny Third - Young Ones (feat Jeremy Fowler) [NCS Release]_751,-434620.3487097473
695,Teyeq - Pull Me Down [NCS Release]_55,-436538.4342638466
712,Tobu - Colors [NCS Release]_800,-436662.0856194238
218,Dread Pitt - Pyro [NCS Release]_516,-436999.6975980832
23,Aero Chord & Anuka - Incomplete (T-Mass Remix) [NCS Release]_400,-437537.46852526104
436,KSafo & Alex Skrindo - Future Vibes feat Stewart Wallace (Uplink Remix) [NCS Release]_631,-437545.0861096836
140,Cream Blade - Heavenly (feat Romi) [NCS Release]_69,-438960.7337133654
99,Brig - Spoil [NCS Release]_614,-439084.757156319
424,Kozah - Haha [NCS Release]_335,-439305.6700885501
319,HYLO - Headstrong ft Mikey Ceaser & Akacia [NCS Release]_152,-439370.1821734103
9,3rd Prototype - Get In [NCS Release]_523,-439710.9454524887
163,Defqwop - Say The Word (feat The Ruins) [NCS Release]_420,-440362.6931844801
361,Jim Yosef - Forces (feat Ivan Jamile & Kédo Rebelle) [NCS Release]_618,-440435.411901567
198,Distrion & Alex Skrindo - Lightning [NCS Release]_457,-440903.9123722657
254,Elektronomia - The Other Side [NCS Release]_446,-441135.8199525192
142,Culture Code - Electricity (feat Michael Zhonga) [NCS Release]_667,-442152.13133868563
613,Rival - Walls (feat Bryan Finlay) [NCS Release]_195,-442568.38884509157
383,Jordan Schor & Harley Bird - Home [NCS Release]_381,-442720.29550663836
471,Lost Sky - Vision [NCS Release]_208,-443117.93666284106
475,Maduk - Go Home [NCS Release]_205,-443195.5245670588
744,Unknown Brain - Say Goodbye (ft Marvin Divine) [NCS Release]_137,-443407.14839732845
121,Cartoon feat Jüri Pootsmann - I Remember U [NCS Official Video]_611,-444797.2186552229
669,Speo - Make A Stand (feat Budobo) [NCS Release]_676,-445069.3504080045
586,Rameses B - Story [NCS Release]_354,-446010.4067387545
570,Phantom Sage - Crystal Clouds [NCS Release]_620,-446647.1683996167
588,Ramzoid - Electron [NCS Release]_762,-447571.7540168548
416,Kontinuum - Lost (feat Savoi) [Sunroof Remix]  NCS Release_459,-448019.84479694784
634,ROY KNOX - Breathe Me In [NCS Release]_162,-449453.4484993337
537,NIVIRO - Flares [NCS Release]_375,-450286.57767183776
90,Besomorph & Arcando & Neoni - Army [NCS Release]_71,-450458.0490294582
530,NAIMA - Let Me See You [NCS Release]_656,-450777.96564011567
229,Egzod - Departure (feat evOke) [NCS Release]_257,-451199.7845832808
788,Waysons - Running [NCS Release]_443,-451454.50196974876
653,Ship Wrek Zookeepers & Trauzers - Vessel [NCS Release]_478,-451587.14420315967
463,LFZ - Popsicle [NCS Release]_429,-451688.01067560504
528,N3WPORT - Castle (feat Leila Pari) [NCS Release]_9,-451855.3365237911
373,Jo Cohen & Sex Whales - Run Away (feat Lusil) [NCS Release]_398,-453409.4881115557
263,Ellis - Clear My Head [NCS Release]_233,-455253.2456519402
126,Chime - Phototropic [NCS Release]_340,-456133.7410116643
601,RedMoon & Meron Ryan - Heavyweight [NCS Release]_696,-458154.56773684965
411,Konac - Home [NCS Release]_587,-458329.1063354361
544,NIVIRO - The Apocalypse [NCS Release]_326,-458471.51894098555
671,Spitfya x Desembra - Cut The Check [NCS Release]_605,-458478.1466736032
690,T-Mass - Ignoring My Heart [NCS Release]_331,-458861.2898213165
425,Kozah - Heavens [NCS Release]_305,-460712.24682159774
375,Joe Garston - Loud & Clear (feat Richard Caddock) [NCS Release]_674,-460794.358408221
592,Raven & Kreyn - Call Me Again [NCS Release]_414,-460808.5755558655
161,Deflo & Lliam Taylor - Spotlight (feat AWA) [NCS Release]_334,-461074.2172601315
151,CØDE - Were Invincible (feat Joseph Feinstein) [NCS Release]_413,-461620.67283562745
797,Xaia Rain Man Oly - Breakdown [NCS Release]_35,-461692.6584256831
131,Clarx - Money [NCS Official Video]_49,-462955.59003653127
518,More Plastic - Champion [NCS Release]_91,-463666.58069079096
252,Elektronomia - Sky High [NCS Release]_528,-465173.15494514623
41,Anikdote - Turn It Up [NCS Release]_600,-465964.0353151385
188,Discos Over - Lonely Island PTII (feat PRXZM) [NCS Release]_664,-466025.7192191055
165,Desmeon - Back From The Dead [NCS Release]_608,-467819.5843733822
117,Cartoon - On & On (feat Daniel Levi) [NCS Release]_670,-468041.96887628594
691,T-Mass - Up In Flumes [NCS Release]_720,-469307.3260550563
620,RMCM & James Roche - Diamonds (feat Micah Martin) [NCS Release]_293,-469381.0131858124
560,Omar Varela Xavi & Gi - Stronger (feat Miss Lina) [NCS Release]_539,-471077.7994008356
211,DM Galaxy - Paralyzed (Disfigure Remix) [NCS Release]_769,-471460.7428913906
734,Unknown Brain & Spce CadeX - Holding You (feat Max Landry) [NCS Release]_382,-473449.33954850264
794,William Ekh - Adventures (feat Alexa Lusader) [NCS Release]_661,-473806.1997276256
520,More Plastic - Razor [NCS Release]_62,-473830.1925626357
682,Syn Cole - Keep Going [NCS Release]_120,-474389.2924293895
113,Cartoon - Howling (Ft Asena) [NCS Release]_79,-474474.9165944167
100,Brook Xiao - Fire (ft Rachel Horter) [NCS Release]_42,-474949.1173161153
626,Rob Gasser - Superhero (feat Sekai) [NCS Release]_184,-474994.01607016334
602,RedMoon feat Jonny Rose - Only Us [NCS Uplifting Release]_725,-475447.62536713376
189,Discos Over - Reflections (feat Lokka Vox) [NCS Release]_681,-476123.18518749217
170,Diamond Eyes - Everything [NCS Release]_348,-477601.49631165987
750,Unknown Brain x Rival - Control (feat Jex) [NCS Release]_282,-478269.18980882573
21,Aero Chord & Anuka - Incomplete (Lyric Video) [NCS Release]_411,-478463.64564313676
740,Unknown Brain - Perseus (feat Chris Linton) [NCS Release]_488,-479786.3101475823
405,Killercats - Kaibu [NCS Release]_599,-480342.4321790944
543,NIVIRO - So Funky [NCS Release]_315,-481573.1492809641
799,Y&V - Back In Time [NCS Release]_536,-482483.69951609464
643,RudeLies - Down [NCS Release]_163,-482718.86542002676
171,Diamond Eyes - Flutter [NCS Release]_283,-483020.35007846745
63,Au5 & Last Heroes - Lush (feat Holly Drummond) [NCS Release]_396,-484038.7640400918
89,BEAUZ & Momo - Wont Look Back [NCS Release]_204,-484587.0041809266
385,JPB & MYRNE - Feels Right (ft Yung Fusion) [NCS Release]_597,-485229.7023138977
692,TARI & Yix - Bliss [NCS Release]_426,-485775.35476455535
43,Anikdote x Absent Faith - Heavens Gate (feat Oriental Cravings) [NCS Release]_418,-486217.17560273816
644,Sekai - Burn Me Down [NCS Release]_114,-486530.0336012611
402,Kasger - Reflections [NCS Release]_541,-486976.81001847325
711,Tobu - Candyland [NCS Release]_709,-487612.97143580834
559,OLWIK - Villain (feat Tyler Fiore) [NCS Release]_734,-487732.71482981835
45,Anixto - Ride or Die [NCS Release]_111,-488009.27479297604
654,Showdown - Freedom (feat IMAN) [NCS Release]_309,-488842.27498711145
205,Diviners - Falling (feat Harley Bird) [NCS Release]_314,-489766.47846428683
