,Title,Score
306,Halvorsen - Wouldnt Change It [NCS Release]_637,0.7404535768066173
294,Geoxor - You & I [NCS Release]_547,0.7387818510031811
772,Vexento - Masked Raver [NCS Release]_551,0.7384115230844001
282,floatinurboat - Spirit of Things [NCS Release]_530,0.7357842073845972
46,Anna Yvette & AFK - Clouds [NCS Release]_525,0.7331585754513711
606,RetroVision - Heroes [NCS Release]_563,0.7318612695728783
745,Unknown Brain - Superhero (feat Chris Linton) [NCS Release]_543,0.7270297104976033
313,Heuse - Stones (feat Chris Linton & Emma Sameth) [NCS Release]_518,0.7252784589571406
124,Chime & Adam Tell - Whole [NCS Release]_561,0.7248430384012542
531,NCS Reloaded Behind The Scenes_215,0.7240143989231218
292,GALLIUM - All I Wanna [NCS Release]_36,0.7230532116948641
330,Inukshuk - We Were Infinite [NCS Release]_595,0.7226132684725911
323,InfiNoise - Bring me back to life (Feat DNAKM) [NCS Release]_68,0.7201568529495591
707,Tinoma - Find You [NCS Release]_63,0.7189726385431645
538,NIVIRO - Flashes [NCS Release]_220,0.71605639328316
396,K-391 - Everybody [NCS Release]_705,0.7156871911946167
273,ÉWN - Feels [NCS Release]_564,0.7132188121547939
259,ElementD - Giving In (feat Mees Van Den Berg) [NCS Release]_455,0.7117220809969647
42,Anikdote - Which Direction [NCS Release]_639,0.7082018940080009
578,Prismo - Hold On [NCS Official Video]_449,0.7074405960764167
582,Raiko - Lightning Child (feat Remi Willow) [NCS Release]_179,0.7058765203792428
548,NIVIRO - The Labyrinth [NCS Release]_98,0.7012029635338037
414,Kontinuum - Lost (feat Savoi) [JJD Remix]  NCS Release_490,0.7011496511144013
662,Sk-Hall & Ludwiig - New Beginning [NCS Release]_167,0.6977102199238512
203,Distrion - Chasing Ghosts (feat Max Landry) [NCS Release]_211,0.696610134976159
159,Debris & RudeLies - Animal (feat Jex) [NCS Release]_287,0.6955818558589074
459,Levianth & Acejax - Real Love [NCS Release]_84,0.6948961418798267
718,Tobu - Return To The Wild [NCS Release]_265,0.6946446005911422
268,EMDI x RØGUENETHVN - Let Your Heartbreak (feat Leo the Kind) [NCS Release]_203,0.6940102503990446
549,NIVIRO - The Return [NCS Official Video]_416,0.6923705293129271
277,Fareoh - Cloud Ten [NCS Release]_601,0.6890651779604064
16,Abandoned InfiNoise & Mendum  - See You at the End (feat Brenton Mattheus) [NCS Release]_13,0.6874649201205931
395,K-391 - Earth [NCS Release]_602,0.6870803442358472
716,Tobu - Life [NCS Release]_772,0.6869152320293335
210,DM Galaxy - Bad Motives (feat Aloma Steele) [NCS Release]_750,0.6856777192949232
74,Axol - Mars [NCS Release]_433,0.6850696920816722
780,Warriyo - Mortals (feat Laura Brehm) [NCS Release]_533,0.6844646810253627
668,Spencer Maro - Starfire [NCS Release]_270,0.6835576765360545
757,Valcos - A New Light [NCS Release]_559,0.6779242025701566
231,Egzod - Paper Crowns (feat Leo The Kind) [NCS Release]_480,0.6772730914439595
115,Cartoon - Immortality (feat Kristel Aaslaid) [NCS Release]_633,0.6760120592236295
114,Cartoon - Immortality (feat Kristel Aaslaid) [Futuristik Remix]  NCS Release_617,0.6757680597114105
564,PatrickReza - Choices [NCS Release]_174,0.6738107667420434
567,Paul Flint - Sock It To Them [NCS Release]_504,0.673181204820362
454,Lensko - Lets Go! [NCS Release]_723,0.671459642479339
427,Kozah - Travel Again [NCS Release]_321,0.6711201531422709
407,Killercats - What I Said (feat Alex Skrindo) [NCS Release]_629,0.6704618543990877
272,ÉWN & Whogaux - Start That Fire [NCS Release]_573,0.668713387434454
136,Coopex & NEZZY - You And Me [NCS Release]_177,0.6679269381427441
309,Heuse & Chris Linton - Reactive [NCS Release]_301,0.6640832340927717
800,Y&V - Falling Up [NCS Release]_517,0.6635041082673392
673,Stereotype - TOKYO 2099 [NCS Release]_51,0.663015467307513
486,Marin Hoxha - Endless [NCS Release]_227,0.6605562092391596
160,Deflo & Lliam Taylor - Reflections [NCS Release]_289,0.6596469684367641
532,NCT x T & Sugah - Along The Road (feat Voicians) [NCS Release]_586,0.659497693642315
579,Prismo - Stronger (Raiko Remix) [NCS Release]_246,0.6593932991638253
146,Culture Code - Make Me Move (feat Karra) [NCS Release]_535,0.6585640749101068
298,Glude - Identity [NCS Release]_531,0.6582752939365345
316,Holly x Drivvin - Til The End [NCS Release]_493,0.6551560421291325
258,ElementD - Fallin (feat Micah Martin) [NCS Release]_549,0.6544336788987168
514,Midranger - Unrequited (feat Holly Drummond) [NCS Release]_132,0.6542789070196421
304,Halvorsen - CTRL Z [NCS Release]_123,0.6533521878026424
684,T & Sugah - Cast Away ft Ayve [NCS Release]_756,0.6524441011818574
242,Electro-Light - Symbolism [NCS Release]_727,0.652031091160019
194,Disfigure - Hollah! [NCS Release]_719,0.6517349194412133
793,WiDE AWAKE - Something More [NCS Release]_261,0.6516298040969339
496,Mekanism - Green Lights [NCS Release]_393,0.6513179351948799
621,Rob Gasser & Laura Brehm - Vertigo (Spitfya Remix) [NCS Release]_285,0.6501420059065105
190,Disco’s Over - TSU [NCS Release]_448,0.6500711238917384
302,Halcyon - Runaway (feat Valentina Franco) [NCS Release]_427,0.6500544142384186
54,Ascence - Konnichiwa [NCS Release]_221,0.6471781260406921
501,Mendum - Red Hands (feat Omri) [NCS Release]_584,0.6451706857151109
437,LarsM & Side-B ft Aloma Steele - Over (Dropouts Remix) [NCS Release]_745,0.6446291938148417
479,Main Reaktor - Recession [NCS Release]_741,0.6435964277083742
754,Uplink - Still Need You (feat AWR) [NCS Release]_558,0.6434080087259638
297,Glude - Dreamers [NCS Release]_325,0.6406630377727155
285,Foria - Break Away [NCS Release]_623,0.6400334152822099
266,EMDI - Hurts Like This (feat Veronica Bravo) [NCS Release]_158,0.6390203685730489
372,Jo Cohen & BQ - Glowing At Night [NCS Release]_544,0.638444548600123
0,2 Souls - Lonely (ft Nara) [NCS Release]_82,0.6374532831381396
535,NIVIRO - Dancin [NCS Surround Release]_277,0.6373688111451538
398,Kaivon - First Love (feat Pauline Herr) [NCS Release]_238,0.6372791220936134
614,Rival x Cadmium - In Your Head (feat Micah Martin) [NCS Release]_148,0.6366744056808792
56,Ascence - Rules [NCS Release]_245,0.6366691352169501
581,Prismo - Weakness [NCS Release]_499,0.6362257495137361
790,Weero - Mates [NCS Release]_359,0.6357736865472187
494,Max Brhon - Illusion [NCS Release]_95,0.6354601305387254
86,Beatcore & Ashley Apollodor - Everyday [NCS Release]_127,0.6343436041595364
693,Tetrix Bass Feat Veela - The Light [NCS Release]_817,0.6339235740810953
260,Elliot Berger - Hold On (feat Ranja) [NCS Release]_758,0.6338165259785868
83,Barren Gates - Devil [NCS Release]_172,0.6335680292844698
91,Besomorph & Coopex - Redemption (ft Riell) [NCS Release]_191,0.6328063138213869
710,Tobu & Syndec - Dusk [NCS Release]_735,0.6270744343810929
64,Au5 - Closer (feat Danyka Nadeau) [NCS Release]_344,0.6270574546290782
419,Kovan & LaCrème - Miracle (feat Daimy Lotus) [NCS Release]_133,0.6268498171940099
173,Diamond Eyes - Hold On [NCS Release]_255,0.6258480273988642
493,Max Brhon - Humanity [NCS Release]_180,0.6256474249361276
443,Laszlo - Fall To Light [NCS Release]_798,0.6242439220438192
270,Exert - Losing You (feat Janethan) [NCS Release]_737,0.6240157493883854
244,Electro-Light - The Ways (feat Aloma Steele) [NCS Release]_630,0.6238797584323196
448,Leateq & Aleksei & ELEX - They Watchin Me (FeatWill Wes) [NCS Release]_54,0.6237989143065445
490,Matthew Blake feat Katie Boyle - Saved Me Now [NCS Release]_805,0.6235975335376719
307,Heather Sommer & Uplink - Chance On Faith [NCS Release]_129,0.6230007294032652
550,NIVIRO - Time For Polka [NCS Release]_153,0.6223002914193886
392,JPB - What I Want  [NCS Release]_119,0.6214474988766876
326,Inukshuk - Happy Accidents (Live Performance) [NCS Release]_515,0.6211185796937928
26,Aero Chord feat DDARK - Shootin Stars [NCS Release]_802,0.6210586333026481
1,2SCOOPS - Donuts [NCS Release]_328,0.6208330132330322
36,Andromedik - SHE [NCS Release]_115,0.6202942399178025
444,Laszlo - Here We Are [NCS Release]_782,0.6177539911293768
232,Egzod - Paper Crowns ft Leo The Kind (Nurko Remix) [NCS Release]_353,0.6167461469392165
182,Different Heaven - Safe And Sound [NCS Release]_532,0.6164951650166497
320,HYLO - Paradise ft Akacia [NCS Release]_365,0.6164364947823912
340,Jagsy & Tom Wilson - All My Love (ft braev) [NCS Release]_28,0.6147510323092494
245,Electro-Light - Throwback [NCS Release]_591,0.6126322482979962
656,Simon Says! - one more time (feat Devonte) [NCS Release]_106,0.6122844814744474
562,Oneeva - Platform 9 [NCS Release]_470,0.6121986484618173
138,Coopex - Over The Sun [NCS Release]_150,0.6106187538253187
127,Chris Linton & Cadmium - Slow Down [NCS Release  Lyric Video]_20,0.6098198145113907
202,Distrion - Alibi (ft Heleen) [NCS Release]_58,0.6093473464140745
657,Sinners Heist - Streetlight People (feat Harley Bird) [NCS Release]_339,0.6088679206412836
65,Au5 - Interstellar (feat Danyka Nadeau) [NCS Release]_50,0.6082291734592654
519,More Plastic - Power [NCS Release]_77,0.6072908418289572
541,NIVIRO - Memes [NCS Release]_338,0.6069784815447865
639,ROY KNOX x WTCHOUT - Shadows (Feat Svniivan) [NCS Release]_94,0.6063789424429084
477,Main Reaktor - Alone [NCS Release]_736,0.6050926892439296
561,Omri - DisHonest [NCS Official Video]_240,0.6036818522100833
651,Ship Wrek & Zookeepers - Ark [NCS Release]_619,0.603386414762918
32,Alex Skrindo & Stahl! - Moments [NCS Release]_686,0.6032016120453799
441,Last Heroes x TwoWorldsApart - Eclipse (feat AERYN) [NCS Release]_286,0.602869479577738
500,Mendum - One Third [NCS Release]_706,0.6027804788276654
472,Lost Sky - Where We Started (feat Jex) [NCS Release]_138,0.6027115392501898
499,Mendum - Elysium [NCS Release]_658,0.6026942796594592
368,Jim Yosef x ROY KNOX - Sun Goes Down [NCS Release]_73,0.6024422422039732
759,Vanze & Reunify - Angel (feat Parker Polhill & Bibiane Z) [NCS Release]_497,0.6024118086339865
2,32Stitches - Olympus [NCS Release]_176,0.6023067915343836
283,Floatinurboat x Chris Linton - Holding On [NCS Release]_345,0.6012998527728196
659,SirensCeol & Reaktion ft The Eden Project - Let You Know [NCS Release]_787,0.600914075042085
59,Ash OConnor - Vibe [NCS Release]_665,0.5999231987339511
152,Dark Heart - Crash Test Dummy [NCS Release]_41,0.5983896986281516
391,JPB - LONG NIGHT (feat Marvin Divine) [NCS Release]_0,0.5977340804767849
377,Johnning - Dont Want U Back (feat ÉWN & whogaux) [NCS Release]_125,0.5969351590004653
370,JJD - Future [NCS Release]_512,0.5969349795916813
278,Fareoh - Illuminati [NCS Release]_92,0.5964645293665921
257,ElementD & Chris Linton - Ascend [NCS Release]_222,0.5955031499771961
336,its different - Outlaw (feat Miss Mary) [NCS Release]_511,0.5954269991958262
234,Egzod - Wake Up (feat Chris Linton) [NCS Release]_436,0.5953582607317007
322,Icehunt - Hover (feat Helen Tess) [NCS Release]_468,0.5947066303799633
200,Distrion & Electro-Light - Rubik [NCS Release]_712,0.5941000428450055
440,Last Heroes - Dimensions [NCS Release]_332,0.5937631267724596
678,Subtact - Want You (feat Sara Skinner) [NCS Release]_278,0.5937226518030623
728,Umpire - Collins Ave [NCS Release]_685,0.5928287893702668
82,Barren Gates - Devil (VIP) [NCS Release]_18,0.5923440846269629
457,Lensko - Titsepoken 2015 [NCS Release]_704,0.5918144960432165
299,Halcyon & Starlyte - Escape With Me (feat Charlotte Haining) [NCS Release]_554,0.5913376044348843
382,Jonth - Collapse [NCS Release]_48,0.5908991940814874
758,Valence - Infinite [NCS Release]_503,0.5900739645524047
453,Lensko - Circles [NCS Release]_742,0.5899856659240197
802,Zaza - Be Together [NCS Release]_534,0.5891809331500775
777,Warptech - Last Summer [NCS Release]_799,0.5879537496049551
108,Cadmium X Paul Flint - A Strangers Dead [NCS Release]_112,0.5877482799489224
547,NIVIRO - The Guardian Of Angels [NCS Release]_394,0.5875050777013545
102,bvd kult - VIP [NCS Release]_452,0.5871132511848285
243,Electro-Light - Symbolism ptII [NCS Release]_308,0.5869701527346861
572,Phantom Sage - Kingdom (feat Miss Lina) [NCS Release]_438,0.586413609173947
17,Acejax feat Danilyon - By My Side [NCS Release]_291,0.5862330166617346
679,Summer Was Fun & Laura Brehm - Prism [NCS Release]_206,0.5855430886824605
796,Wubbaduck - Rush [NCS Release]_290,0.5851952700207552
178,Different Heaven - Far Away [NCS Release]_624,0.5835732084151118
38,Andromedik - With Me [NCS Release]_275,0.5831153777215732
633,ROY KNOX & Shiah Maisel - Living With Regret [NCS Release]_53,0.5806976041472677
515,Mike Vallas Jagsy & quaggin - Left My Heart In Pain [NCS Release]_269,0.5805873808543361
60,Ash OConnor - You [NCS Release]_677,0.5787519850663317
129,Clarx - Bones [NCS Release]_231,0.5786958016857648
289,Futuristik - Like U Say [NCS Release]_234,0.5783444408078071
791,Whales & ggnoaa - Paranoia [NCS Release]_209,0.57801699976042
380,Jone - Everything [NCS Release]_25,0.5776920054533028
31,Alex Skrindo & Miza - Thinkin [NCS Release]_302,0.5769434230610161
70,Axol & Hoober - How We Do It (ft Marvin Divine) [NCS Release]_107,0.5764073377724145
569,Phantom Sage - Away (feat Byndy) [NCS Release]_571,0.575642798072253
180,Different Heaven - Nekozilla [NCS Release]_660,0.5747701079458606
720,Tobu - Seven [NCS Release]_803,0.5745473393197594
451,Lennart Schroot & Unknown Brain - Kuyenda (feat Sru) [NCS Release]_431,0.5743143712044767
390,JPB - Levitate (feat Joe Erickson) [NCS Release]_657,0.5742388048329697
164,Desembra - Hit Em [NCS Release]_622,0.5732666044797785
388,JPB - Get Over You (feat Valentina Franco) [NCS Release]_370,0.5721788855697971
324,InfiNoise - Sunlight (Feat Nilka) [NCS Release]_140,0.5714972026724906
184,Dirty Palm - Freakshow (feat LexBlaze) [NCS Release]_311,0.571441077216189
522,Morley & Speo - Hope [NCS Release]_784,0.5709940371880647
456,Lensko - Sarvagon 2015 [NCS Release]_713,0.5707868427906693
661,SirensCeol - Nostalgia [NCS Release]_708,0.5706582060207884
743,Unknown Brain - Saviour (feat Chris Linton) [NCS Release]_522,0.5706241521834859
542,NIVIRO - Sapphire [NCS Release]_519,0.5705178282505848
476,MAGNUS x Unread - Cool (feat Alessia Labate) [NCS Release]_52,0.5702940109390111
803,ZEST - You & Me [NCS Release]_716,0.5700679192723836
674,Steve Hartz - Never Get Old [NCS Release]_105,0.5699773337704421
505,Mendum - You (feat Brenton Mattheus) [NCS Release]_89,0.5698682345317826
24,Aero Chord & Anuka - Incomplete [NCS Release]_461,0.569763034232435
503,Mendum - Stay With Me (Krys Talk Remix) [NCS Release]_731,0.569346621353102
267,Emdi x Coorby - Lonewolf (feat Kristi-Leah) [NCS Release]_356,0.5690520715485985
157,Debris & Jonth - Game Time [NCS Release]_214,0.5683392663816837
616,Rival x Cadmium - Seasons (feat Harley Bird) [NCS Release]_351,0.5680139256500766
92,Besomorph x EMM - Afterlife [NCS Release]_17,0.5674529124860459
123,Chime & Adam Tell - Whole (Rob Gasser Remix) [NCS Release]_472,0.5670919832029399
804,Zookeepers & Heuse - Mercury [NCS Release]_403,0.5668230854096745
349,Jim Yosef & Alex Skrindo - Passion [NCS Release]_679,0.5668215939744972
14,3rd Prototype - Together [NCS Release]_482,0.5658721078921947
421,Koven & ROY KNOX - About Me [NCS Official Video]_173,0.5654408708498866
702,The Same Persons - Versace [NCS Release]_10,0.5647209054254902
580,Prismo - Stronger [NCS Release]_390,0.5646604261651957
253,Elektronomia - Summersong 2018 [NCS Release]_324,0.5645169580343109
147,Culture Code feat Karra - Make Me Move (James Roche Remix) [NCS Release]_496,0.5644008064138536
269,Ephixa & Jim Yosef - Everlasting [NCS Release]_575,0.5636562913890738
598,Raven & Kreyn x Moji x Illusion - Dream Forever [NCS Release]_358,0.5627666038144048
610,RetroVision - Puzzle VIP [NCS Release]_380,0.5618917421951851
483,Mangoo - Happi (ft bby ivy) [NCS Release]_29,0.5610207262865128
742,Unknown Brain - Saviour (feat Chris Linton) [NCS Official Video]_509,0.560904902178234
761,Vanze - Survive (feat Neon Dreams) [NCS Release]_540,0.5600064210565551
636,ROY KNOX - I Wish [NCS Release]_136,0.5599125470233657
354,Jim Yosef & Valentina Franco - Chasing Dreams [NCS Release]_256,0.55921073396001
386,JPB - All Stops Now (feat Soundr) [NCS Release]_263,0.5589662378245193
432,Krys Talk - Fly Away (JPB Remix) [NCS Release]_689,0.5582044267607325
487,Marin Hoxha x Annie Sollange  - Falling For You [NCS Release]_244,0.5577940034278265
204,Diviners - Escape (feat Rossy) [NCS Release]_197,0.5577900134475329
169,Diamond Eyes - 23 [NCS Release]_32,0.5577584344137093
15,Abandoned & InfiNoise - Night Caller (feat Project Nightfall) [NCS Release]_373,0.5572605089187103
667,Spektrum & Sara Skinner - Keep You [NCS Release]_236,0.5570013145603557
84,Barren Gates - Slow Down [NCS Release]_207,0.5567770266720641
746,Unknown Brain - Waiting (feat Lox Chatterbox BLVKSTN & Salvo) [NCS Release]_258,0.55665030017761
30,Alex Holmes & Dark Point - You Are [NCS Release]_110,0.5566420887141538
153,David Bulla - High Life [NCS Release]_778,0.5561455218949072
480,Main Reaktor - Salvation [NCS Release]_773,0.5554106254801805
732,Unison - Translucent [NCS Release]_598,0.5551828734349054
555,Nurko & Last Heroes - Promise Me (feat Jessie Chambers) [NCS Release]_313,0.5549766645186841
491,Matthew Blake feat Tyler Fiore - Upside Down [NCS Release]_715,0.5538631905148658
286,Four Eyes - Psycho [NCS Release]_476,0.5538595449833352
789,Weero & Mitte - Our Dive [NCS Release]_272,0.553814101875337
525,Mountkid - No Lullaby [NCS Release]_346,0.5535899101837102
125,Chime - Lifelong [NCS Release]_33,0.5532543043518238
227,Egzod & Tanjent - Universe [NCS Release]_329,0.5530700894862853
516,Modern Revolt - LOCA  [NCS Release]_145,0.5529164364240392
347,Jensation - Donuts [NCS Release]_566,0.5526316118056067
644,Sekai - Burn Me Down [NCS Release]_114,0.5521605554559293
364,Jim Yosef - Lights [NCS Release]_691,0.5509902080293738
637,ROY KNOX - Shining [NCS Release]_155,0.5507641125121014
779,Warptech ft Cory Friesenhan - Resolution [NCS Release]_806,0.5505313063407509
256,ElementD & Chordinatez - Radiate (feat Mees Van Den Berg) [NCS Release]_383,0.5497390349715665
756,Valcos & Chris Linton - Without You [NCS Release]_242,0.5489579445050431
333,Itro - Panda [NCS Release]_730,0.5483193483278831
521,More Plastic - Summoning [NCS Release]_122,0.5479347814456552
455,Lensko - Rebirth [NCS Release]_513,0.5479284176088479
638,ROY KNOX x Tim Beeren - Save Me (Feat Svniivan) [NCS Release]_128,0.5474653769720464
145,Culture Code - Make Me Move (feat  Karra) [Tobu Remix]  NCS Release_469,0.5468333695973555
765,Vena Cava - Noire [NCS Release]_752,0.5467907611569747
181,Different Heaven - OMG [NCS Release]_653,0.5460159087363085
274,ÉWN - The Light [NCS Release]_251,0.5454322773974412
553,NIVIRO ft PollyAnna - Fast Lane [NCS Release]_295,0.5431785406294746
520,More Plastic - Razor [NCS Release]_62,0.5420842250449858
540,NIVIRO - I Just Wanna [NCS Release]_304,0.5420713126713208
722,Tobu - Turn It Up [NCS Release]_217,0.5419677183795569
782,WATEVA - Ber Zer Ker [NCS Release]_319,0.5419373820285803
359,Jim Yosef - Fall With Me [NCS Release]_40,0.5413459584740375
785,WATEVA - See U (feat Johnning) [NCS Release]_450,0.5412857920208933
247,Elektronomia & JJD - Free [NCS Release]_475,0.540990997002999
647,Sex Whales & Phantom Sage - One Day [NCS Release]_648,0.5407972792706363
685,T & Sugah - Sleepless (feat MVE) [NCS Release]_456,0.5403000117862459
130,Clarx - HAY [NCS Release]_364,0.5395528574629785
88,BEAUZ & JVNA - Crazy [NCS Release]_239,0.5394173271411137
339,IZECOLD - Close (feat Molly Ann) [NCS x FHM Release]_603,0.5390234960742042
3,3rd Prototype & Emdi - House [NCS Release]_424,0.5384388390414951
185,Dirty Palm - No Stopping Love [NCS Release]_229,0.5375999822097103
594,Raven & Kreyn - In The Air [NCS Release]_481,0.5375414892959788
404,Killabyte - Wicked Ways (feat Danyka Nadeau) [NCS Release]_368,0.5374852644538735
276,Far Out - Chains (feat Alina Renae) [NCS Release]_377,0.5367516746642834
708,Tobu & Itro - Sunburst [NCS Release]_783,0.5364206563896683
725,Tom Wilson - Be Myself [NCS Release]_15,0.5363694370789323
449,Lemon Fight - Stronger (feat Jessica Reynoso) [Champion Remix]  NCS Release_271,0.5355999352185352
706,Time To Talk - Time To Talk ft Georgia Michel [NCS Release]_30,0.5354873243787881
751,Uplink & Alex Skrindo - Me & You (feat Axol) [NCS Release]_397,0.5348391884970675
439,LarsM - Lovers [NCS Release]_717,0.5348326953690528
171,Diamond Eyes - Flutter [NCS Release]_283,0.5347093804451778
148,Curbi - Dime [NCS Release]_739,0.5346091818464821
714,Tobu - Hope [NCS Release]_789,0.5342681429831294
670,Spirix - Rampage Diet [NCS Release]_169,0.5342654258561969
575,Phantom Sage - Silence (feat Byndy) [NCS Release]_593,0.5338449731226139
625,Rob Gasser - Ricochet [NCS Release]_492,0.5326020857856303
252,Elektronomia - Sky High [NCS Release]_528,0.531990364350707
229,Egzod - Departure (feat evOke) [NCS Release]_257,0.5315702567544514
68,Audioscribe - Skyline [NCS Release]_814,0.5311024787402144
45,Anixto - Ride or Die [NCS Release]_111,0.5310959530663396
452,Lensko - Cetus [NCS Release]_755,0.531084836691966
740,Unknown Brain - Perseus (feat Chris Linton) [NCS Release]_488,0.5307593093790411
237,Electro Light feat Sidekicks - Hold On To Me [NCS Release]_785,0.5307122089515184
394,Julius Dreisig - Whered You Go (feat Luna Lark) [NCS Release]_65,0.5305723535828065
209,Diviners X Riell - Slow [NCS Release]_24,0.5304500999298193
607,RetroVision - Hope [NCS Release]_299,0.530322552788939
438,LarsM & Side-B ft Aloma Steele - Over [NCS Release]_765,0.529818087522525
288,Futuristik - Forgive Me [NCS Release]_225,0.5293650301299478
21,Aero Chord & Anuka - Incomplete (Lyric Video) [NCS Release]_411,0.529156077506112
165,Desmeon - Back From The Dead [NCS Release]_608,0.5288307781176521
143,Culture Code - Fairytale (feat Amanda Collis)  [NCS Release]_146,0.5284803592277296
652,Ship Wrek - Pain (feat Mia Vaile) [NCS Release]_565,0.5284511291303405
353,Jim Yosef & Sara Skinner - WILDFIRE [NCS Official Video]_200,0.5284287895326502
492,Max Brhon - Cyberpunk [NCS Release]_159,0.5277992990791097
356,Jim Yosef - Canary [NCS Release]_557,0.5277612598488797
560,Omar Varela Xavi & Gi - Stronger (feat Miss Lina) [NCS Release]_539,0.5277049115449662
87,Beatcore & Ashley Apollodor - Just Stay [NCS Release]_386,0.5269596538812575
20,Aeden & Um41K - Aint Nobody Perfect [NCS Release]_61,0.5269447217690435
683,Syntact - Shallow [NCS Release]_654,0.5260909734258046
205,Diviners - Falling (feat Harley Bird) [NCS Release]_314,0.5257430796329615
536,NIVIRO - Diamond [NCS Release]_250,0.5251758961586682
264,Ellis - Migraine (feat Anna Yvette) [NCS Release]_555,0.5249939407645919
314,Heuse - That Night (Feat Austin Salter) [NCS Release]_142,0.5245208694252012
586,Rameses B - Story [NCS Release]_354,0.5242775985181574
773,Vidya Vidya - Safari Fruits [NCS Release]_662,0.5241788959041045
425,Kozah - Heavens [NCS Release]_305,0.5240821514935988
798,XØ SELF - dR3ÄMS (ft ARZĘ) [NCS Release]_139,0.5239705697427469
40,Anikdote - Imma Killa [NCS Release]_546,0.5229815625804263
750,Unknown Brain x Rival - Control (feat Jex) [NCS Release]_282,0.5226692846516993
107,Cadmium - Ghost (feat Eli Raain) [NCS Release]_327,0.5224664572151543
653,Ship Wrek Zookeepers & Trauzers - Vessel [NCS Release]_478,0.522437925130731
593,Raven & Kreyn - Get This Party [NCS Release]_453,0.5216864553557746
105,Cadmium - Change Your Mind [NCS Release]_193,0.5213837469316126
369,JJD - Adventure [NCS Release]_572,0.5212185225710186
137,Coopex - I Miss You [NCS Release]_160,0.5211133685628281
281,Floatinurboat - Limbo (feat ELIØTT) [NCS Release]_297,0.5207348103153625
223,Droptek - New Style [NCS Release]_131,0.5205065974751987
416,Kontinuum - Lost (feat Savoi) [Sunroof Remix]  NCS Release_459,0.520421811519869
196,Disfigure - Summer Tune [NCS Release]_804,0.5204202968411373
682,Syn Cole - Keep Going [NCS Release]_120,0.5194562148005757
397,Kadenza - Harpuia [NCS Release]_538,0.5190491975270015
699,The Eden Project - Chasing Ghosts [NCS Release]_774,0.5187022172368005
513,Midranger - Apocalypse [NCS Release]_4,0.5182476732670901
81,Barren Gates & MIME - Enslaved [NCS Release]_280,0.5181361969630465
8,3rd Prototype - Feel So Good [NCS Release]_298,0.5177941508698009
212,DM Galaxy - Paralyzed (feat Tyler Fiore) [NCS Release]_796,0.517736933634995
371,JJD - Halcyon [NCS Release]_607,0.5169360455518922
