,Title,Url
57,NUTRONIC - Empathy,https://www.youtube.com/watch?v=mqbGSyyRWBo
58,Soul Extract - Exploit,https://www.youtube.com/watch?v=n0iwDAFq4qc
59,Becko - Ritual (feat. Catfunk),https://www.youtube.com/watch?v=_Zg-Z9DwWxk
60,Circle of Dust - Onenemy (Fury Weekend Remix),https://www.youtube.com/watch?v=7zfh1ndBxnU
61,Becko - Genesis (Official Music Video),https://www.youtube.com/watch?v=R4eXG5U0tn4
62,FreqGen - Insomniactive,https://www.youtube.com/watch?v=LhBPxvr8xuM
63,Becko - Fireflies (feat. Swan),https://www.youtube.com/watch?v=2R4qafvbKV4
64,Raizer - Chaos,https://www.youtube.com/watch?v=HofRa-ArdK8
65,Becko - Cyberfriend,https://www.youtube.com/watch?v=tThHCBouR_4
66,Becko - XO Tour Llif3,https://www.youtube.com/watch?v=levKVAX68ws
67,Becko - Lost on You,https://www.youtube.com/watch?v=I5AHML_xOrg
68,Becko - New Americana,https://www.youtube.com/watch?v=Pu8qejB0DNY
69,Celldweller - Into The Void (Sebastian Komor Remix),https://www.youtube.com/watch?v=PRS7gQOVfmk
70,Becko - Rise,https://www.youtube.com/watch?v=d9t1W6EeX84
71,The Anix - Give It Up,https://www.youtube.com/watch?v=SvmcbTDyvqY
72,Becko - Make War,https://www.youtube.com/watch?v=BylxtkQLLJU
73,Becko - Reborn (Piano Version),https://www.youtube.com/watch?v=b5GutC5l0bE
74,Becko - I Am Machina,https://www.youtube.com/watch?v=2PleC3g_0cg
75,Becko - New Kid,https://www.youtube.com/watch?v=hgqI9QJNSeY
76,Becko - 1yearsunfree (feat. Sho from Avante) [Official Music Video],https://www.youtube.com/watch?v=t_j-hyv5rIU
77,Becko - The Secret (feat. Prymus),https://www.youtube.com/watch?v=QaxBzf3LQSE
78,Becko - Void,https://www.youtube.com/watch?v=ujke4mkktoM
79,Klayton - The Dunes (Original Motion Picture Score),https://www.youtube.com/watch?v=ewnDMozUO8s
80,Soul Extract - Dissolve,https://www.youtube.com/watch?v=8uW26ZWNThM
81,Becko - The Nobodies,https://www.youtube.com/watch?v=TCTgSn1qRdM
82,Becko - Crawling (Official Music Video),https://www.youtube.com/watch?v=vju86yR2Kyc
83,Becko - Irradiate,https://www.youtube.com/watch?v=gy6iyqfEL-Y
84,Circle of Dust - Onenemy (25th Anniversary Mix),https://www.youtube.com/watch?v=3efvva66mMY
85,Becko - Virtual Lights,https://www.youtube.com/watch?v=d56o3rH1sFU
86,Becko - Dead-End (Official Music Video),https://www.youtube.com/watch?v=g5Tdu-_696s
87,Becko - The Hedgehog's Dilemma,https://www.youtube.com/watch?v=61elHXrvb20
88,Becko - Reborn,https://www.youtube.com/watch?v=Kj_CUwWNZsc
89,The Anix - Still Standing,https://www.youtube.com/watch?v=FwaGmwQXpvg
90,NUTRONIC - Reconnect,https://www.youtube.com/watch?v=FupUKpxW8SQ
91,Celldweller - My Disintegration (Becko Remix),https://www.youtube.com/watch?v=uxL3NzRZZEU
92,Soul Extract - Specter,https://www.youtube.com/watch?v=ObfIoqJ_Cxs
93,NUTRONIC - Icon,https://www.youtube.com/watch?v=SeMnwlF3sh0
94,The Anix - If This World Is With You,https://www.youtube.com/watch?v=OCe01i7yl5Y
95,Celldweller - Into The Void (SWARM Remix),https://www.youtube.com/watch?v=HQfCKaskJh8
96,Soul Extract - Kinesis,https://www.youtube.com/watch?v=-WTGZwpHqHM
97,Comaduster - Triquetra Induo (Hidden To Yourself),https://www.youtube.com/watch?v=zJThzFq_HoE
98,3D Stas - Expedition (feat. Richy Nix),https://www.youtube.com/watch?v=NI1GuR1Yl7E
99,Celldweller - Into the Void (Instrumental),https://www.youtube.com/watch?v=6HrY5blI_Vs
100,NUTRONIC - Moth Wings,https://www.youtube.com/watch?v=QCUFN095kVQ
101,Comaduster - Escape Velocity,https://www.youtube.com/watch?v=KKvtjLA-taU
102,Comaduster - Time We Have Left (Song For Jonas),https://www.youtube.com/watch?v=JCScyjM7Aww
103,Comaduster - Bad Blood,https://www.youtube.com/watch?v=Vq7SYYucctc
104,Comaduster - Nebulous Amorphous,https://www.youtube.com/watch?v=JqFCcfOEgDk
105,Comaduster - Cast Your Shadow,https://www.youtube.com/watch?v=0BFde7iVaaw
106,Comaduster - Darker Matter,https://www.youtube.com/watch?v=tYTk81lV7YQ
107,Comaduster - Darker Matter | Coming December 13 2019 (Teaser #2),https://www.youtube.com/watch?v=Yokjb9Bms-M
108,Comaduster - Following The Night (Official Lyric Video),https://www.youtube.com/watch?v=rU_qx2-sQes
109,Soul Extract - Carrier Signal,https://www.youtube.com/watch?v=dWfSxiolZmQ
110,Comaduster - Darker Matter | Coming December 13 2019,https://www.youtube.com/watch?v=94rSkwxX6WI
111,Comaduster - Decimate The Burden,https://www.youtube.com/watch?v=pxFYtnn2xMU
112,Celldweller - Into the Void (Official Lyric Video),https://www.youtube.com/watch?v=ho4axBD2jPE
113,3D Stas - Brainwashed (feat. Soul Extract),https://www.youtube.com/watch?v=Mjuh1pKcJq4
114,Comaduster - failure2,https://www.youtube.com/watch?v=AQlLeNyr2ss
115,I WIll Never Be The Same - Fantasy (Maks_SF Remix),https://www.youtube.com/watch?v=ib1LXRgNn_U
116,The Anix - TECHUNTER 2.0,https://www.youtube.com/watch?v=hEW7u4scOqQ
117,The Anix - Live Forever,https://www.youtube.com/watch?v=xdytDvf4h4c
118,The Anix - Enemy In The Mirror,https://www.youtube.com/watch?v=cyCP0UzepQ8
119,The Anix - Interference (Official Lyric Video),https://www.youtube.com/watch?v=6GVrdEVJcOk
120,The Anix - Fan Interview (Part 1),https://www.youtube.com/watch?v=4O6-24yQWuk
121,NUTRONIC - Code War,https://www.youtube.com/watch?v=Q7Olb30X3r0
122,Future Rock Spotify Playlist,https://www.youtube.com/watch?v=miyiB4O7NgI
123,VP & Co-Founder James Rhodes' favorite memory at FiXT,https://www.youtube.com/watch?v=PimDrSjvxi0
124,Raizer - Phoenix (Official Lyric Video),https://www.youtube.com/watch?v=o6UIogRznXg
125,FiXT: Game Over (Sebastian Komor DJ Mix) [Electronic Rock / Drum & Bass],https://www.youtube.com/watch?v=mzkRbaA6GfI
126,The Anix - Digital Bath,https://www.youtube.com/watch?v=Llft5lRCKuE
127,Inside FiXT: September 16 2019,https://www.youtube.com/watch?v=Nr0n8Nd8moA
128,Inside FiXT: September 10 2019,https://www.youtube.com/watch?v=3UGk1JLjUq8
129,Soul Extract - Legion,https://www.youtube.com/watch?v=JhUMHH1ZR-s
130,Artist Update: September 4 2019,https://www.youtube.com/watch?v=sWuLKLvEjQE
131,Inside FiXT: September 2 2019,https://www.youtube.com/watch?v=tNQMitS7_Xk
132,The Anix - Renegade,https://www.youtube.com/watch?v=V-yhLu4mHTk
133,Inside FiXT: August 26 2019,https://www.youtube.com/watch?v=0oRQxJ8kw_M
134,3D Stas - The Hunted (feat. Charlie Bowes),https://www.youtube.com/watch?v=bGmAml4sUFI
135,Artist Update: August 21 2019,https://www.youtube.com/watch?v=_FRqi8KUUio
136,Inside FiXT - August 19 2019,https://www.youtube.com/watch?v=ptPKUO0CyhQ
137,Artist Update: August 14 2019,https://www.youtube.com/watch?v=jDfH_bFB4Vg
138,Inside FiXT: August 12 2019,https://www.youtube.com/watch?v=1YoGa4ES4b4
139,Comaduster - What Can Never Be Taken From You,https://www.youtube.com/watch?v=xfKvP_F6qMU
140,Inside FiXT - August 5 2019,https://www.youtube.com/watch?v=-SJ-kxyx7oM
141,The Anix - Musical Influences,https://www.youtube.com/watch?v=G-RuO87vgcQ
142,Soul Extract - Samsara,https://www.youtube.com/watch?v=itnYyY0I7hc
143,Inside FiXT: July 29 2019,https://www.youtube.com/watch?v=0a50JcXMPFc
144,Comaduster - Riverbound (feat.  Mari Kattman),https://www.youtube.com/watch?v=kJWq9nr_SLM
145,Artist Update: July 24 2019,https://www.youtube.com/watch?v=Y34SfgeJ-cQ
146,Inside FiXT: July 22 2019,https://www.youtube.com/watch?v=tm5WAt-BizI
147,FiXT: Game Over (Zardonic DJ Mix) [Drum & Bass / Electronic Rock],https://www.youtube.com/watch?v=3AaHAClf-CE
148,Artist Update: July 17 2019,https://www.youtube.com/watch?v=jCQmtzFrJQo
149,Inside FiXT: July 15 2019,https://www.youtube.com/watch?v=xfAjjkaIimk
150,Celldweller - A Matter of Time (Remix Stems Trailer),https://www.youtube.com/watch?v=glwErlAB6Sc
151,The Anix - Disappear,https://www.youtube.com/watch?v=ua1skMMgJKA
152,Artist Update: July 10 2019,https://www.youtube.com/watch?v=Zt8r-HitDk4
153,Inside FiXT - July 8 2019,https://www.youtube.com/watch?v=fM7Vxjqg4rg
154,Soul Extract (Artist Message),https://www.youtube.com/watch?v=ppD1KHMLxh4
155,Soul Extract - Roentgen (Comaduster Remix),https://www.youtube.com/watch?v=QRLLamF820E
156,Artist Update: July 3 2019,https://www.youtube.com/watch?v=x4n3heJfVPs
157,Inside FiXT: July 1 2019,https://www.youtube.com/watch?v=OmfU8we8pyc
158,The Anix - Phantoms,https://www.youtube.com/watch?v=3qIxezX2PAs
159,Circle of Dust - Nothing Sacred (Remix Stems Trailer),https://www.youtube.com/watch?v=I9pSRJdUzIs
160,Inside FiXT: June 24 2019,https://www.youtube.com/watch?v=D_4MFSClAVo
161,Circle of Dust - Nothing Sacred (Sebastian Komor Remix),https://www.youtube.com/watch?v=aHfUgvE2ZKc
162,The Anix - Riot Division,https://www.youtube.com/watch?v=Hb_LnMVzPsY
163,Inside FiXT: June 17 2019,https://www.youtube.com/watch?v=4unsqyuRipk
164,The Anix -  Unbreakable,https://www.youtube.com/watch?v=y3nPS9rya90
165,Soul Extract - Redshift (Raizer Remix),https://www.youtube.com/watch?v=nIEUawJsCmY
166,Artist Update: June 12 2019,https://www.youtube.com/watch?v=eRc0mxoJwvQ
167,The Anix - Holographic,https://www.youtube.com/watch?v=dcRBlOY9P0I
168,Inside FiXT: June 10 2019,https://www.youtube.com/watch?v=xurqxCqMwkU
169,The Anix - Talking In My Sleep (feat. Emmanuella),https://www.youtube.com/watch?v=iR7YCIBBvvM
170,Artist Update: June 5 2019,https://www.youtube.com/watch?v=iMMN1BACnrU
171,The Anix - Outsider,https://www.youtube.com/watch?v=LAD4_hrFqMM
172,Inside FiXT: June 3 2019,https://www.youtube.com/watch?v=UTMpGQGjbms
173,Celldweller - A Matter of Time (Instagram Studio Clip),https://www.youtube.com/watch?v=RIJ4DHqet9c
174,Comaduster - Pyramids,https://www.youtube.com/watch?v=ktDAH2KHEb4
175,Inside FiXT: May 27th 2019,https://www.youtube.com/watch?v=lJDvzEK8Rtw
176,Artist Update: May 22 2019,https://www.youtube.com/watch?v=NbYRg5wW84o
177,Celldweller - My Disintegration (Remix Stems),https://www.youtube.com/watch?v=4qcl3OgC_AM
178,Soul Extract - Project Terraform (Entropy Zero Remix),https://www.youtube.com/watch?v=Ggl7nJPSrRE
179,Inside FiXT: May 20 2019,https://www.youtube.com/watch?v=IuFFTdJEvGE
180,Celldweller - A Matter of Time (The Browning Remix),https://www.youtube.com/watch?v=lyNWgTbk7xY
181,Artist Update: May 15 2019,https://www.youtube.com/watch?v=vFAAC1OLfhc
182,FiXT: Future Rock (Playlist Trailer),https://www.youtube.com/watch?v=PXe6cCg7qAc
183,Inside FiXT: May 13 2019,https://www.youtube.com/watch?v=h5x7kAa_gog
184,Comaduster - Monolith (feat. Mari Kattman),https://www.youtube.com/watch?v=BuwKU-lTIhk
185,The Anix - Everlasting Love,https://www.youtube.com/watch?v=2MHAYZuwvss
186,Soul Extract - Helix (Official Lyric Video),https://www.youtube.com/watch?v=uLbq6iPFu5M
187,Inside FiXT: May 6 2019,https://www.youtube.com/watch?v=7hpULACIB0A
188,The Anix - Decoy,https://www.youtube.com/watch?v=fTYIJu9j6WY
189,Artist Update: May 1 2019,https://www.youtube.com/watch?v=YLldmuc1EpI
190,Inside FiXT: April 29 2019,https://www.youtube.com/watch?v=KmmJsSxYd24
191,3D Stas - Rain of the Dead (feat. Robin Adams),https://www.youtube.com/watch?v=7hFrdtuGf-E
192,The Anix - Disintegrate,https://www.youtube.com/watch?v=M7Y4VOXHv8o
193,The Anix - Night Fighter,https://www.youtube.com/watch?v=I5sLeTPfrjg
194,The Anix - Destruction,https://www.youtube.com/watch?v=xYq5bDL8d0I
195,Artist Update: April 24 2019,https://www.youtube.com/watch?v=829vB3GpJpg
196,Raizer - Weightlessness,https://www.youtube.com/watch?v=yANoM6TKTqU
197,Inside FiXT: April 22 2019,https://www.youtube.com/watch?v=6y-pwpKj1Bg
198,Celldweller - A Matter of Time (Official Lyric Video),https://www.youtube.com/watch?v=b4hXLwp9f8A
199,Artist Update: April 17 2019,https://www.youtube.com/watch?v=qPwN-Ywbaxk
200,"The Anix - The Making of ""Chrome"" (Behind The Scenes)",https://www.youtube.com/watch?v=Sl-qMnVjTSA
201,Inside FiXT: April 15 2019,https://www.youtube.com/watch?v=YcASocyD8tQ
202,The Anix - Chrome,https://www.youtube.com/watch?v=0arriExb1qI
203,FiXT: Workout (Playlist Trailer),https://www.youtube.com/watch?v=cHFyGjFsnBw
204,The Anix - Chrome (BTS Teaser),https://www.youtube.com/watch?v=u9IuwiDuy0Q
205,Artist Update: April 10 2019,https://www.youtube.com/watch?v=5ype7lq5Ab8
206,Inside FiXT: April 8 2019,https://www.youtube.com/watch?v=YrWgCAQVm-c
207,Soul Extract - Extraction,https://www.youtube.com/watch?v=FX-52IPtj5s
208,Soul Extract - Filaments,https://www.youtube.com/watch?v=zhjnSpyT-oQ
209,Soul Extract - Logic Gate,https://www.youtube.com/watch?v=qXKHkyyq2mc
